"tx_id","tx_name","tx_chrom","tx_strand","tx_start","tx_end"
13095,"Bra013211","A03","-",19881855,19883634
13096,"Bra013212","A03","-",19869236,19875388
13097,"Bra013213","A03","+",19864762,19869010
13098,"Bra013214","A03","-",19856428,19858914
13099,"Bra013215","A03","-",19853525,19855562
13100,"Bra013216","A03","+",19847442,19849566
13101,"Bra013217","A03","-",19829189,19832989
13102,"Bra013218","A03","-",19827217,19828776
13103,"Bra013219","A03","+",19825219,19827802
13104,"Bra013220","A03","-",19822291,19823537
13105,"Bra013221","A03","+",19815501,19818448
13106,"Bra013222","A03","+",19803860,19806294
13107,"Bra013223","A03","+",19801412,19802261
13108,"Bra013224","A03","+",19797707,19800941
13109,"Bra013225","A03","+",19795427,19797153
13110,"Bra013226","A03","+",19792126,19793554
13111,"Bra013227","A03","-",19782412,19785077
13112,"Bra013228","A03","-",19777107,19778532
13113,"Bra013229","A03","+",19774815,19776637
13114,"Bra013230","A03","-",19771889,19773535
13115,"Bra013231","A03","+",19768490,19768736
13116,"Bra013232","A03","+",19764109,19766285
13117,"Bra013233","A03","+",19761174,19762547
13118,"Bra013234","A03","-",19755406,19758705
13119,"Bra013235","A03","+",19752990,19754938
13120,"Bra013236","A03","-",19748516,19749542
13121,"Bra013237","A03","+",19744870,19746588
13122,"Bra013238","A03","-",19733486,19743383
13123,"Bra013239","A03","+",19731189,19732778
13124,"Bra013240","A03","+",19725846,19727089
13125,"Bra013241","A03","+",19716679,19719113
13126,"Bra013242","A03","+",19711937,19712129
13127,"Bra013243","A03","+",19701763,19706043
13128,"Bra013244","A03","-",19693024,19694249
13129,"Bra013245","A03","+",19688849,19693488
13130,"Bra013246","A03","-",19684095,19685244
13131,"Bra013247","A03","+",19670988,19673458
13132,"Bra013248","A03","+",19664588,19668606
13133,"Bra013249","A03","-",19648783,19652223
13134,"Bra013250","A03","-",19645367,19647305
13135,"Bra013251","A03","-",19641765,19642379
13136,"Bra013252","A03","-",19637038,19638898
13137,"Bra013253","A03","+",19626508,19627982
13138,"Bra013254","A03","-",19617278,19624171
13139,"Bra013255","A03","-",19613457,19615585
13140,"Bra013256","A03","-",19612337,19612928
13141,"Bra013257","A01","+",4575047,4577806
13142,"Bra013258","A01","+",4583534,4585895
13143,"Bra013259","A01","-",4586066,4587678
13144,"Bra013260","A01","+",4591592,4592662
13145,"Bra013261","A01","+",4596292,4599357
13146,"Bra013262","A01","+",4603518,4604094
13147,"Bra013263","A01","-",4610957,4612186
13148,"Bra013264","A01","-",4616838,4617889
13149,"Bra013265","A01","+",4621083,4623352
13150,"Bra013266","A01","+",4628505,4630727
13151,"Bra013267","A01","-",4636315,4637595
13152,"Bra013268","A01","-",4642226,4643249
13153,"Bra013269","A01","+",4645283,4646908
13154,"Bra013270","A01","-",4645986,4648429
13155,"Bra013271","A01","+",4650615,4652280
13156,"Bra013272","A01","-",4656089,4658168
13157,"Bra013273","A01","+",4665799,4665967
13158,"Bra013274","A01","-",4666282,4669742
13159,"Bra013275","A01","-",4676374,4679657
13160,"Bra013276","A01","-",4681480,4682889
13161,"Bra013278_Bra013279_Bra013277","A01","-",4695815,4709707
13162,"Bra013280","A01","-",4725953,4727197
13163,"Bra013281","A01","-",4729792,4733146
13164,"Bra013282","A01","-",4734239,4738467
13165,"Bra013283","A01","-",4739109,4740512
13166,"Bra013284","A01","-",4740665,4741606
13167,"Bra013285","A01","+",4742452,4745808
13168,"Bra013286","A01","-",4746100,4749623
13169,"Bra013287","A01","+",4752071,4756056
13170,"Bra013288","A01","+",4758327,4760238
13171,"Bra013289","A01","+",4772700,4774329
13172,"Bra013290","A01","+",4780355,4782238
13173,"Bra013291","A01","+",4782418,4783603
13174,"Bra013292","A01","+",4784129,4785384
13175,"Bra013293","A01","-",4785262,4787101
13176,"Bra013294","A01","+",4790230,4794848
13177,"Bra013295","A01","-",4795066,4798183
13178,"Bra013296","A01","+",4818389,4821521
13179,"Bra013297","A01","-",4828244,4830252
13180,"Bra013298","A01","+",4857999,4859983
13181,"Bra013299","A01","-",4861909,4864255
13182,"Bra013300","A01","+",4867108,4868566
13183,"Bra013301","A01","+",4868686,4869007
13184,"Bra013302","A01","+",4869956,4872869
13185,"Bra013303","A01","+",4875849,4877732
13186,"Bra013304","A01","-",4882532,4885213
13187,"Bra013305","A01","+",4892845,4893034
13188,"Bra013306","A01","-",4893067,4894147
13189,"Bra013307","A01","-",4898313,4899296
13190,"Bra013308","A01","-",4901649,4903048
13191,"Bra013309","A01","-",4904363,4906790
13192,"Bra013310","A01","-",4907167,4908082
13193,"Bra013311","A01","+",4919301,4921696
13194,"Bra013312","A01","-",4929857,4931286
13195,"Bra013313","A01","+",4931591,4937501
13196,"Bra013314","A01","-",4936248,4938088
13197,"Bra013315","A01","-",4940069,4944139
13198,"Bra013316","A01","-",4944183,4946741
13199,"Bra013317","A01","+",4948817,4954768
13200,"Bra013318","A01","+",4955742,4960951
13201,"Bra013319","A01","+",4970260,4970497
13202,"Bra013320","A01","+",4985197,4989750
13203,"Bra013321","A01","-",4990715,4992738
13204,"Bra013322","A01","-",4996469,4999384
13205,"Bra013323","A01","-",5004756,5005365
13206,"Bra013324","A01","+",5014994,5017999
13207,"Bra013325","A01","-",5018278,5019492
13208,"Bra013326","A01","+",5019677,5020701
13209,"Bra013327","A01","+",5021564,5023068
13210,"Bra013328","A01","+",5023211,5023730
13211,"Bra013329","A01","-",5023176,5032197
13212,"Bra013330","A01","+",5035961,5037295
13213,"Bra013331","A01","-",5037533,5038429
13214,"Bra013332","A01","+",5047785,5050419
13215,"Bra013333","A01","-",5053005,5053342
13216,"Bra013334","A01","+",5053987,5054488
13217,"Bra013335","A01","+",5064389,5066626
13218,"Bra013336","A01","+",5067204,5071195
13219,"Bra013337","A01","-",5073664,5074724
13220,"Bra013338","A01","+",5083030,5084877
13221,"Bra013339","A01","-",5086286,5099141
13222,"Bra013340","A01","-",5103975,5105967
13223,"Bra013341","A01","+",5111010,5114058
13224,"Bra013342","A01","+",5114434,5115384
13225,"Bra013343","A01","-",5115608,5116504
13226,"Bra013344","A01","+",5116717,5121534
13227,"Bra013345","A01","-",5119941,5121237
13228,"Bra013346","A01","+",5124410,5126139
13229,"Bra013347","A01","-",5127261,5127940
13230,"Bra013348","A01","-",5131383,5133035
13231,"Bra013349","A01","-",5134439,5135886
13232,"Bra013350","A01","-",5145237,5146486
13233,"Bra013351","A01","-",5148438,5149170
13234,"Bra013352","A01","-",5149273,5152709
13235,"Bra013353","A01","+",5164056,5168038
13236,"Bra013354","A01","+",5170495,5171476
13237,"Bra013355","A01","-",5169662,5173256
13238,"Bra013356","A01","+",5175247,5175442
13239,"Bra013357","A01","-",5177424,5178389
13240,"Bra013358","A01","-",5180070,5182985
13241,"Bra013359","A01","+",5192655,5195699
13242,"Bra013360","A01","+",5196566,5199979
13243,"Bra013361","A01","+",5206249,5208812
13244,"Bra013362","A01","+",5209173,5212308
13245,"Bra013363","A01","+",5213934,5216989
13246,"Bra013364","A01","+",5221587,5226572
13247,"Bra013365","A01","-",5229018,5230576
13248,"Bra013366","A01","+",5235166,5235927
13249,"Bra013367","A01","-",5243889,5246263
13250,"Bra013368","A01","-",5246796,5248519
13251,"Bra013369","A01","-",5248621,5251730
13252,"Bra013370","A01","+",5254680,5260816
13253,"Bra013371","A01","-",5261039,5267058
13254,"Bra013372","A01","-",5268028,5272235
13255,"Bra013373","A01","-",5273073,5274464
13256,"Bra013374","A01","-",5276546,5280585
13257,"Bra013375","A01","+",5283928,5285250
13258,"Bra013376","A01","-",5285451,5286702
13259,"Bra013377","A01","+",5290368,5293279
13260,"Bra013378","A01","+",5294277,5297209
13261,"Bra013379","A01","-",5302467,5305470
13262,"Bra013380","A01","-",5305899,5308739
13263,"Bra013381","A01","+",5308776,5311674
13264,"Bra013382","A01","+",5313087,5314156
13265,"Bra013383","A01","-",5315327,5325461
13266,"Bra013384","A01","+",5325708,5327081
13267,"Bra013385","A01","+",5328093,5331207
13268,"Bra013386","A01","+",5347501,5350154
13269,"Bra013387","A01","-",5353518,5355386
13270,"Bra013388","A01","+",5355660,5356977
13271,"Bra013389","A01","+",5366494,5367729
13272,"Bra013390","A01","-",5372894,5374580
13273,"Bra013391","A01","-",5374826,5380278
13274,"Bra013392","A01","-",5387884,5389655
13275,"Bra013393","A01","-",5396285,5398934
13276,"Bra013394","A01","-",5399602,5403880
13277,"Bra013395","A01","-",5406297,5409619
13278,"Bra013396","A01","-",5425367,5426056
13279,"Bra013397","A01","-",5434813,5435732
13280,"Bra013398","A01","+",5439269,5443507
13281,"Bra013399","A01","-",5443690,5445405
13282,"Bra013400","A01","+",5447727,5453553
13283,"Bra013401","A01","+",5461347,5463100
13284,"Bra013402","A01","+",5464586,5466253
13285,"Bra013403","A01","+",5467438,5469358
13286,"Bra013404","A01","+",5471582,5473701
13287,"Bra013405","A01","+",5474464,5481971
13288,"Bra013406","A01","-",5482859,5483956
13289,"Bra013407","A01","+",5489124,5489943
13290,"Bra013408","A01","-",5491697,5492560
13291,"Bra013409","A01","-",5496334,5498180
13292,"Bra013410","A01","-",5499526,5500854
13293,"Bra013411","A01","-",5501832,5504047
13294,"Bra013412","A01","+",5510415,5511023
13295,"Bra013413","A01","-",5513334,5514193
13296,"Bra013414","A01","+",5515343,5517444
13297,"Bra013415","A01","-",5517871,5520672
13298,"Bra013416","A01","-",5522148,5524763
13299,"Bra013417","A01","-",5527962,5531186
13300,"Bra013418","A01","+",5537581,5539023
13301,"Bra013419","A01","+",5546611,5548126
13302,"Bra013420","A01","+",5550491,5552838
13303,"Bra013421","A01","+",5557511,5557724
13304,"Bra013422","A01","+",5560272,5561544
13305,"Bra013423","A01","-",5568972,5570332
13306,"Bra013424","A01","-",5573797,5574760
13307,"Bra013425","A01","+",5585699,5590884
13308,"Bra013426","A01","-",5591424,5594836
13309,"Bra013427","A01","-",5605571,5606536
13310,"Bra013428","A01","+",5608339,5610475
13311,"Bra013429","A01","+",5611333,5612984
13312,"Bra013430","A01","-",5614351,5616776
13313,"Bra013431","A01","-",5619750,5629550
13314,"Bra013432","A01","-",5629902,5632574
13315,"Bra013433","A01","+",5650083,5654080
13316,"Bra013434","A01","+",5655411,5658056
13317,"Bra013435","A01","-",5661173,5661936
13318,"Bra013436","A01","-",5666042,5667715
13319,"Bra013437","A01","+",5667976,5671345
13320,"Bra013438","A01","+",5676049,5676836
13321,"Bra013439","A01","-",5679765,5682401
13322,"Bra013440","A01","+",5682441,5683602
13323,"Bra013441","A01","-",5683567,5685306
13324,"Bra013442","A01","-",5687105,5689938
13325,"Bra013443","A01","-",5694159,5699050
13326,"Bra013444","A01","-",5699371,5702015
13327,"Bra013445","A01","+",5704551,5708122
13328,"Bra013446","A01","+",5711022,5715564
13329,"Bra013447","A01","+",5721532,5726064
13330,"Bra013448","A01","-",5732383,5733858
13331,"Bra013449","A01","-",5734490,5737367
13332,"Bra013450","A01","+",5751683,5754905
13333,"Bra013451","A01","+",5760634,5764233
13334,"Bra013452","A01","+",5766135,5767447
13335,"Bra013453","A01","+",5768236,5772097
13336,"Bra013454","A01","+",5772331,5774297
13337,"Bra013455","A01","-",5777682,5780885
13338,"Bra013456","A01","+",5800240,5804994
13339,"Bra013457","A01","+",5805846,5809614
13340,"Bra013458","A01","+",5809874,5811287
13341,"Bra013459","A01","-",5814786,5816697
13342,"Bra013460","A01","+",5818372,5820358
13343,"Bra013461","A01","+",5820999,5826018
13344,"Bra013462","A01","-",5826531,5828849
13345,"Bra013463","A01","+",5829463,5829784
13346,"Bra013464","A01","-",5828907,5833678
13347,"Bra013465","A01","-",5835113,5836507
13348,"Bra013466","A01","-",5838414,5841415
13349,"Bra013467","A01","+",5844143,5846315
13350,"Bra013468","A01","+",5846996,5848412
13351,"Bra013469","A01","-",5848600,5850910
13352,"Bra013470","A01","-",5852384,5853150
13353,"Bra013471","A01","-",5861772,5863485
13354,"Bra013472_Bra013473","A01","+",5867463,5871621
13355,"Bra013474","A01","-",5872379,5874400
13356,"Bra013475","A01","+",5878203,5880079
13357,"Bra013476","A01","+",5884329,5886794
13358,"Bra013477","A01","-",5888790,5897979
13359,"Bra013478","A01","+",5901318,5903101
13360,"Bra013479","A01","-",5907297,5909608
13361,"Bra013480","A01","-",5913282,5914991
13362,"Bra013481","A01","+",5917075,5918963
13363,"Bra013482","A01","-",5918958,5929806
13364,"Bra013483","A01","-",5930404,5933073
13365,"Bra013484","A01","-",5933729,5937248
13366,"Bra013485","A01","+",5939547,5943729
13367,"Bra013486","A01","+",5945865,5947367
13368,"Bra013487","A01","+",5948617,5951097
13369,"Bra013488","A01","+",5952414,5953794
13370,"Bra013489","A01","+",5954751,5956019
13371,"Bra013490","A01","+",5958587,5959517
13372,"Bra013491","A01","+",5964578,5965712
13373,"Bra013492","A01","+",5971442,5972432
13374,"Bra013493","A01","+",5977780,5978819
13375,"Bra013494","A01","+",5981145,5982079
13376,"Bra013495","A01","+",5986625,5987287
13377,"Bra013496","A01","+",5988063,5988357
13378,"Bra013497","A01","-",5991451,5994091
13379,"Bra013498","A01","+",5995905,5998220
13380,"Bra013499","A01","+",5999184,6005755
13381,"Bra013500","A01","-",6005731,6007844
13382,"Bra013501","A01","-",6010180,6011879
13383,"Bra013502","A01","+",6015306,6016661
13384,"Bra013503","A01","-",6017015,6018180
13385,"Bra013504","A01","-",6024987,6025720
13386,"Bra013505","A01","-",6026561,6028139
13387,"Bra013506","A01","-",6029807,6031709
13388,"Bra013507","A01","+",6034436,6039617
13389,"Bra013508","A01","+",6044638,6048903
13390,"Bra013509","A01","-",6046985,6048763
13391,"Bra013510","A01","+",6049557,6052265
13392,"Bra013511","A01","-",6051393,6054080
13393,"Bra013512","A01","+",6064289,6070583
13394,"Bra013513","A01","+",6073787,6075884
13395,"Bra013514","A01","-",6081104,6084522
13396,"Bra013515","A01","-",6089391,6091212
13397,"Bra013516","A01","+",6092458,6094559
13398,"Bra013517","A01","+",6097237,6098499
13399,"Bra013518","A01","+",6098949,6102217
13400,"Bra013519","A01","+",6103802,6105871
13401,"Bra013520","A01","+",6108648,6110456
13402,"Bra013521","A01","-",6111688,6113506
13403,"Bra013522","A01","-",6114294,6118349
13404,"Bra013523","A01","-",6120969,6124705
13405,"Bra013524","A01","-",6125970,6129818
13406,"Bra013525","A01","-",6129987,6136299
13407,"Bra013526","A01","-",6145700,6147274
13408,"Bra013527","A01","+",6156350,6157516
13409,"Bra013528","A01","+",6158251,6160564
13410,"Bra013529","A01","-",6162985,6165998
13411,"Bra013530","A01","-",6168542,6169618
13412,"Bra013531","A01","-",6172868,6173066
13413,"Bra013532","A01","-",6178690,6180073
13414,"Bra013533","A01","-",6180266,6183372
13415,"Bra013534","A01","+",6183486,6188971
13416,"Bra013535","A01","+",6189359,6195196
13417,"Bra013536","A01","-",6195248,6197083
13418,"Bra013537","A01","-",6197628,6198753
13419,"Bra013538","A01","+",6201865,6203083
13420,"Bra013539","A01","-",6203974,6205822
13421,"Bra013540","A01","+",6204995,6209026
13422,"Bra013541","A01","+",6209310,6211694
13423,"Bra013542","A01","+",6218560,6221015
13424,"Bra013543","A01","+",6221459,6222584
13425,"Bra013544","A01","-",6223500,6227216
13426,"Bra013545","A01","-",6228247,6232799
13427,"Bra013546","A01","+",6237536,6242923
13428,"Bra013547","A01","-",6243072,6245487
13429,"Bra013548","A01","+",6273039,6276676
13430,"Bra013549","A01","+",6278321,6281442
13431,"Bra013550","A01","-",6292688,6299433
13432,"Bra013551","A01","+",6299469,6301261
13433,"Bra013552","A01","+",6301507,6302229
13434,"Bra013553","A01","+",6308254,6308452
13435,"Bra013554","A01","+",6321336,6322319
13436,"Bra013555","A01","+",6324546,6326322
13437,"Bra013556","A01","+",6338663,6342659
13438,"Bra013557","A01","+",6343848,6347128
13439,"Bra013558","A01","-",6346972,6349683
13440,"Bra013559","A01","+",6352900,6355297
13441,"Bra013560","A01","+",6355530,6359882
13442,"Bra013561","A01","+",6363254,6365534
13443,"Bra013562","A01","+",6366257,6367850
13444,"Bra013563","A01","-",6368224,6369814
13445,"Bra013564","A01","+",6370982,6378022
13446,"Bra013565","A01","-",6377618,6379667
13447,"Bra013566","A01","-",6379369,6380357
13448,"Bra013567","A01","+",6381110,6388088
13449,"Bra013568","A01","-",6385947,6387843
13450,"Bra013569","A01","-",6388666,6389488
13451,"Bra013570","A01","-",6394710,6395445
13452,"Bra013571","A01","-",6400497,6401298
13453,"Bra013572","A01","-",6403894,6414830
13454,"Bra013573","A01","+",6408207,6409061
13455,"Bra013574","A01","+",6424264,6424786
13456,"Bra013575","A01","+",6425498,6428093
13457,"Bra013576","A01","-",6433454,6435818
13458,"Bra013577","A01","+",6440912,6442175
13459,"Bra013578","A01","+",6443973,6446554
13460,"Bra013579","A01","-",6445388,6447098
13461,"Bra013580","A01","-",6447521,6448764
13462,"Bra013581","A01","-",6451061,6451610
13463,"Bra013582","A01","+",6461434,6465054
13464,"Bra013583","A01","+",6473471,6475318
13465,"Bra013584","A01","-",6477763,6480629
13466,"Bra013585","A01","-",6489562,6493690
13467,"Bra013586","A01","-",6507382,6508662
13468,"Bra013587","A01","-",6510928,6514872
13469,"Bra013588","A01","-",6523091,6524010
13470,"Bra013589","A01","-",6527142,6528130
13471,"Bra013590","A01","+",6530326,6530659
13472,"Bra013591","A01","+",6536677,6540391
13473,"Bra013592","A01","-",6541479,6543062
13474,"Bra013593","A01","-",6545515,6547253
13475,"Bra013594","A01","+",6547385,6548459
13476,"Bra013595","A01","-",6549768,6550703
13477,"Bra013596","A01","+",6555246,6558338
13478,"Bra013597","A01","+",6559517,6559832
13479,"Bra013598","A01","-",6561659,6563101
13480,"Bra013599","A01","-",6567320,6571473
13481,"Bra013600","A01","-",6577600,6578014
13482,"Bra013601","A01","-",6596334,6598133
13483,"Bra013602","A01","-",6598683,6600110
13484,"Bra013603","A01","-",6600884,6601496
13485,"Bra013604","A01","-",6602224,6604058
13486,"Bra013605","A01","+",6609016,6609529
13487,"Bra013606","A01","+",6614450,6617365
13488,"Bra013607","A01","-",6617625,6620011
13489,"Bra013608_Bra013609","A01","+",6623258,6633264
13490,"Bra013610","A01","-",6633310,6635058
13491,"Bra013611","A01","+",6639020,6639860
13492,"Bra013612","A01","-",6640515,6642729
13493,"Bra013613","A01","-",6643963,6647309
13494,"Bra013614","A01","+",6647730,6649679
13495,"Bra013615","A01","-",6649939,6651188
13496,"Bra013616","A01","-",6651617,6652169
13497,"Bra013617","A01","+",6652438,6654278
13498,"Bra013618","A01","-",6660619,6662375
13499,"Bra013619","A01","-",6667421,6668106
13500,"Bra013620","A01","-",6669294,6670200
13501,"Bra013621","A01","-",6672843,6674166
13502,"Bra013622","A01","+",6682328,6682892
13503,"Bra013623","A01","-",6688300,6689477
13504,"Bra013624","A01","-",6689625,6694791
13505,"Bra013625","A01","-",6711757,6712872
13506,"Bra013626","A01","+",6715633,6716119
13507,"Bra013627","A01","-",6716675,6718242
13508,"Bra013628","A01","-",6718888,6722167
13509,"Bra013629","A01","-",6730800,6731786
13510,"Bra013630","A01","+",6736857,6737772
13511,"Bra013631","A01","+",6754917,6755866
13512,"Bra013632","A01","+",6756977,6759506
13513,"Bra013633","A01","-",6766697,6768722
13514,"Bra013634","A01","+",6776315,6778227
13515,"Bra013635","A01","+",6780706,6782424
13516,"Bra013636","A01","+",6784889,6787950
13517,"Bra013637","A01","+",6788533,6790291
13518,"Bra013638","A01","-",6790524,6791865
13519,"Bra013639","A01","+",6792905,6794946
13520,"Bra013640","A01","-",6797033,6799033
13521,"Bra013641","A01","-",6802338,6810670
13522,"Bra013642","A01","-",6815701,6817372
13523,"Bra013643","A01","-",6818134,6825904
13524,"Bra013644","A01","+",6835360,6837051
13525,"Bra013645","A01","+",6837753,6839505
13526,"Bra013646","A01","-",6837489,6841214
13527,"Bra013647","A01","-",6848370,6852539
13528,"Bra013648","A01","-",6860090,6862016
13529,"Bra013649","A01","+",6872241,6874736
13530,"Bra013650","A01","-",6876927,6878223
13531,"Bra013651","A01","+",6879292,6885072
13532,"Bra013652","A01","-",6885271,6887218
13533,"Bra013653","A01","+",6888843,6890468
13534,"Bra013654","A01","+",6891808,6892152
13535,"Bra013655","A01","+",6895285,6897753
13536,"Bra013656","A01","-",6898189,6903894
13537,"Bra013657","A01","+",6905285,6907778
13538,"Bra013658","A01","+",6908288,6910886
13539,"Bra013659","A01","+",6916213,6918847
13540,"Bra013660","A01","+",6923611,6926448
13541,"Bra013661","A01","+",6927843,6934400
13542,"Bra013662","A01","-",6934044,6936580
13543,"Bra013663","A01","-",6947150,6948100
13544,"Bra013664","A01","+",6949237,6953255
13545,"Bra013665","A01","-",6953706,6963890
13546,"Bra013666","A01","-",6981109,6982646
13547,"Bra013667","A01","-",6985444,6987518
13548,"Bra013668","A01","-",6989455,6993772
13549,"Bra013669","A01","-",6995903,7001284
13550,"Bra013670","A01","-",7007582,7013832
13551,"Bra013671","A01","+",7018995,7020663
13552,"Bra013672","A01","+",7042867,7046169
13553,"Bra013673","A01","-",7046466,7047852
13554,"Bra013674","A01","+",7053936,7055281
13555,"Bra013675","A01","-",7064396,7067738
13556,"Bra013676_Bra013677","A01","-",7072552,7079659
13557,"Bra013678","A01","+",7083981,7086617
13558,"Bra013679","A01","-",7086891,7089660
13559,"Bra013680","A01","-",7090493,7090694
13560,"Bra013681","A01","+",7092616,7104590
13561,"Bra013682","A01","-",7104830,7119006
13562,"Bra013683","A01","+",7120900,7124428
13563,"Bra013684","A01","-",7131289,7138019
13564,"Bra013685","A01","+",7139257,7140755
13565,"Bra013686","A01","-",7140902,7143168
13566,"Bra013687","A01","-",7144220,7146381
13567,"Bra013688","A01","-",7148480,7150407
13568,"Bra013689","A01","+",7156775,7158286
13569,"Bra013690","A01","+",7161094,7163753
13570,"Bra013691","A01","+",7171377,7175973
13571,"Bra013692","A01","+",7186599,7189011
13572,"Bra013693","A01","+",7201712,7203525
13573,"Bra013694","A01","-",7203450,7206677
13574,"Bra013695","A01","-",7211460,7213064
13575,"Bra013696","A01","-",7213822,7214195
13576,"Bra013697","A01","+",7225161,7228646
13577,"Bra013698","A01","-",7228653,7231771
13578,"Bra013699","A01","-",7233519,7234581
13579,"Bra013700","A01","-",7242246,7247925
13580,"Bra013701","A01","-",7250852,7251983
13581,"Bra013702","A01","+",7258980,7260334
13582,"Bra013703","A01","-",7268525,7272147
13583,"Bra013704","A01","-",7276825,7278246
13584,"Bra013705","A01","-",7283686,7285327
13585,"Bra013706","A01","+",7289698,7290868
13586,"Bra013707","A01","-",7289501,7296392
13587,"Bra013708","A01","+",7314504,7316044
13588,"Bra013709","A01","-",7319215,7321869
13589,"Bra013710","A01","+",7325280,7326959
13590,"Bra013711","A01","+",7329027,7332128
13591,"Bra013712","A01","+",7349225,7351185
13592,"Bra013713","A01","-",7354412,7357253
13593,"Bra013714","A01","+",7360670,7363143
13594,"Bra013715","A01","+",7368407,7369127
13595,"Bra013716","A01","-",7368230,7370738
13596,"Bra013717","A01","+",7371295,7374071
13597,"Bra013718","A01","-",7374344,7378229
13598,"Bra013719","A01","-",7378903,7381543
13599,"Bra013720","A01","-",7381908,7384892
13600,"Bra013721","A01","-",7391955,7393717
13601,"Bra013722","A01","+",7398407,7398879
13602,"Bra013723","A01","-",7407520,7408424
13603,"Bra013724","A01","-",7417887,7421749
13604,"Bra013725","A01","-",7422893,7424780
13605,"Bra013726","A01","+",7433372,7435054
13606,"Bra013727","A01","-",7454941,7455298
13607,"Bra013728","A01","+",7464746,7470615
13608,"Bra013729","A01","-",7472649,7473279
13609,"Bra013730","A01","+",7481520,7483183
13610,"Bra013731","A01","+",7488742,7490835
13611,"Bra013732","A01","-",7490612,7492312
13612,"Bra013733","A01","-",7496878,7497485
13613,"Bra013734","A01","-",7500070,7503314
13614,"Bra013735","A01","-",7504096,7508724
13615,"Bra013736","A01","-",7510699,7514203
13616,"Bra013737","A01","+",7516684,7519009
13617,"Bra013738","A01","+",7521346,7522342
13618,"Bra013739","A01","-",7523106,7524212
13619,"Bra013740","A01","+",7532669,7533480
13620,"Bra013741","A01","-",7533777,7534506
13621,"Bra013742","A01","+",7536852,7538529
13622,"Bra013743","A01","+",7538597,7541448
13623,"Bra013744","A01","+",7543662,7547605
13624,"Bra013745","A01","-",7546633,7547239
13625,"Bra013746","A01","-",7553577,7553963
13626,"Bra013747","A01","+",7557706,7564738
13627,"Bra013748","A01","+",7575777,7579989
13628,"Bra013749","A01","+",7580976,7583667
13629,"Bra013750","A01","+",7585706,7589522
13630,"Bra013751","A01","-",7587841,7589005
13631,"Bra013752","A01","+",7603070,7603453
13632,"Bra013753","A01","-",7607556,7607900
13633,"Bra013754","A01","+",7609646,7613619
13634,"Bra013755","A01","+",7613775,7614918
13635,"Bra013756","A01","+",7615800,7619345
13636,"Bra013757","A01","+",7625352,7627970
13637,"Bra013758","A01","+",7634988,7636914
13638,"Bra013759","A01","-",7645375,7646505
13639,"Bra013760","A01","+",7648249,7649295
13640,"Bra013761","A01","+",7650396,7652148
13641,"Bra013762","A01","+",7652584,7658635
13642,"Bra013763","A01","-",7657709,7658453
13643,"Bra013764","A01","+",7663343,7666195
13644,"Bra013765","A01","+",7674731,7675860
13645,"Bra013766","A01","-",7680709,7684610
13646,"Bra013767","A01","+",7694175,7695680
13647,"Bra013768","A01","+",7696714,7698051
13648,"Bra013769","A01","+",7696714,7701991
13649,"Bra013770","A01","+",7705743,7708212
13650,"Bra013771","A01","+",7708682,7713464
13651,"Bra013772","A01","+",7717729,7719646
13652,"Bra013773","A01","-",7719839,7721421
13653,"Bra013774","A01","-",7721640,7725907
13654,"Bra013775","A01","-",7726747,7727423
13655,"Bra013776","A01","+",7728286,7729561
13656,"Bra013777","A01","+",7729949,7731460
13657,"Bra013778","A01","-",7732210,7733882
13658,"Bra013779","A01","+",7735324,7736649
13659,"Bra013780","A01","-",7738529,7741067
13660,"Bra013781","A01","-",7741358,7744027
13661,"Bra013782","A01","-",7744093,7744699
13662,"Bra013783","A01","+",7746532,7747816
13663,"Bra013784","A01","-",7748402,7753629
13664,"Bra013785","A01","+",7754253,7754583
13665,"Bra013786","A01","+",7756397,7759202
13666,"Bra013787","A01","+",7759885,7761488
13667,"Bra013788","A01","+",7761910,7764212
13668,"Bra013789","A01","+",7765978,7768654
13669,"Bra013790","A01","+",7770215,7770878
13670,"Bra013791","A01","-",7771435,7772587
13671,"Bra013792","A01","-",7773411,7775534
13672,"Bra013793","A01","+",7779075,7781226
13673,"Bra013794","A01","+",7782055,7784760
13674,"Bra013795","A01","+",7785339,7786042
13675,"Bra013796","A01","-",7794038,7794569
13676,"Bra013797","A01","+",7795957,7797006
13677,"Bra013798","A01","-",7797196,7799885
13678,"Bra013799","A01","+",7804143,7807044
13679,"Bra013800","A01","+",7825555,7828857
13680,"Bra013801","A01","+",7831097,7831617
13681,"Bra013802","A01","+",7834292,7836084
13682,"Bra013803","A01","+",7836584,7843342
13683,"Bra013804","A01","+",7844090,7846562
13684,"Bra013805","A01","+",7849986,7852559
13685,"Bra013806","A01","+",7857200,7862414
13686,"Bra013807","A01","-",7862195,7865733
13687,"Bra013808","A01","+",7866259,7867827
13688,"Bra013809","A01","+",7868534,7871738
13689,"Bra013810","A01","+",7872338,7876718
13690,"Bra013811","A01","-",7876793,7881170
13691,"Bra013812","A01","-",7881578,7887430
13692,"Bra013813","A01","+",7894980,7897969
13693,"Bra013814","A01","-",7898466,7903089
13694,"Bra013815","A01","+",7907458,7908740
13695,"Bra013816","A01","-",7908932,7913589
13696,"Bra013817","A01","+",7928361,7929588
13697,"Bra013818","A01","-",7929506,7937393
13698,"Bra013819","A01","-",7937578,7941242
13699,"Bra013820","A01","+",7945188,7948019
