"chr","pos","marker","biomass","height","leaf_length","period","leaf_area"
"A03x8966639","A03",49.34747583,"A03x8966639",0.188845693019909,0.731507424646566,0.384339321697638,0.106229830727059,0.252435192017231
"A03x9043360","A03",49.78670047,"A03x9043360",0.141678340237252,0.539658762274826,0.385376858049312,0.0604161674868919,0.217831931988201
"A03x9208458","A03",50.22592511,"A03x9208458",0.143458057555335,0.467783787531829,0.330841500247658,0.0241840527095007,0.2835368539142
"A03x9233927","A03",50.66514975,"A03x9233927",0.17042333791197,0.357009429892713,0.149158206083627,0.0131625608385519,0.224788117332935
"A03x9334213","A03",51.10414722,"A03x9334213",0.177780119382412,0.32861765730334,0.0639635466953621,0.0370585019161638,0.220020126307361
"A03x9453646","A03",51.9950617,"A03x9453646",0.201055161519481,0.524380695489867,0.211538850567962,0.165836586194459,0.217398480687507
"A03x9519345","A03",52.88597632,"A03x9519345",0.12892388119568,0.531452589176467,0.222572573066742,0.239400114649442,0.207875561324329
"A03x9829397","A03",53.32449071,"A03x9829397",0.0702919940853732,0.417896005408892,0.223158511321628,0.190001158976685,0.149363214725781
"A03x9953796","A03",54.15329711,"A03x9953796",0.0171925081815267,0.388342647148278,0.222403331910584,0.128390486661971,0.107593029120665
"A03x10362678","A03",56.29876987,"A03x10362678",0.00237059272335038,0.37744451688036,0.323767301438153,0.0474098751522263,0.022519072138266
"A03x10573020","A03",56.70607846,"A03x10573020",0.0149342470479485,0.435816227728168,0.310686187386665,0.0216507244346644,0.0137569675675309
"A03x10583907","A03",57.11403724,"A03x10583907",0.0137800799318786,0.332313271348283,0.1749308601851,0.0104613360551866,0.0113534068784134
"A03x10645630","A03",57.94094473,"A03x10645630",0.000163755160128787,0.446288314002885,0.0795134532932309,0.0376987789089327,0.0260245950987041
"A03x10699747","A03",58.34890429,"A03x10699747",0.00299381475634419,0.620204156002046,0.113699092878221,0.0280606703764761,0.0452887896798302
"A03x10739121","A03",58.75707338,"A03x10739121",0.00247937064735204,0.76303016464189,0.227095343052241,0.0448885701039927,0.0499842862898277
"A03x10838879","A03",59.16524324,"A03x10838879",0.00750638863040543,0.621948128356451,0.210508031974399,0.0314864205327865,0.0522905907612312
"A03x10877209","A03",59.5732028,"A03x10877209",0.0300674522187148,0.787417957492011,0.0893948653435359,0.0556449365776501,0.0324279758793296
"A03x11036908","A03",60.40011029,"A03x11036908",0.0362713813185085,0.540376103573067,0.0678633005795461,0.0912289053155746,0.0468099517649421
"A03x11077854","A03",60.80806985,"A03x11077854",0.0399841305982314,0.493166365903193,0.0518991016901111,0.00917564403448523,0.0677330244681684
"A03x11181150","A03",61.21623972,"A03x11181150",0.0398855873656601,0.455124113507452,0.0421976863624707,0.00820664136813321,0.0615565151655915
"A03x11287634","A03",61.62440978,"A03x11287634",0.0519687058810767,0.343808184267289,0.088281148727674,0.000187632305269858,0.110144695963129
"A03x11466142","A03",62.03219885,"A03x11466142",0.031917475458684,0.288104138587471,0.0616260429247291,0.00732204597454711,0.0500709938896193
"A03x11791866","A03",62.43972759,"A03x11791866",0.0164145548912238,0.222140019934955,0.0339556681752526,0.00457367665454456,0.0555986680586784
"A03x12021134","A03",64.13580299,"A03x12021134",0.00688186492387466,0.172687224542528,0.0235848591860304,0.0971353817346596,0.0441210965126402
"A03x12103128","A03",64.54333159,"A03x12103128",0.0416333741237445,0.19002845636652,0.0754368395834319,0.0577434325846582,0.115562239783117
"A03x12175322","A03",64.95150146,"A03x12175322",0.0190829884276305,0.158170365690552,0.0328489248120718,0.00897451884618761,0.186435616132258
"A03x12338072","A03",65.35967133,"A03x12338072",0.00666456038714536,0.152163528576551,0.0152796613760984,0.0198836254728576,0.0566426434226059
"A03x12374307","A03",65.76784119,"A03x12374307",0.00456802059158079,0.130823229381349,0.0152786743547892,0.0146654283277741,0.0538720457233239
"A03x12501698","A03",66.17601106,"A03x12501698",0.000932865063848709,0.195385524943333,0.020225605696595,0.00793138421127537,0.0514341361850938
"A03x12560745","A03",66.58418093,"A03x12560745",0.0478947809753922,0.0777598478422021,0.00500725709926542,0.000400775489822536,0.00223208750770709
"A03x12679724","A03",66.9923508,"A03x12679724",0.0536521110124184,0.113508254654931,0.0787410928635097,0.000178920487613254,0.00626333092634468
"A03x12854571","A03",67.40052066,"A03x12854571",0.0224940806854246,0.206905948261095,0.0475857465521017,6.32272863896333e-05,0.00111214280536842
"A03x12997092","A03",67.80869053,"A03x12997092",0.0196656525110335,0.271282082232716,0.0352796599902092,0.00724072868119663,0.000194203143848881
"A03x13128260","A03",68.2168604,"A03x13128260",0.00410677246775926,0.262398952358581,0.047710319918906,0.00965123638053456,0.013284135701042
"A03x13327802","A03",68.62481996,"A03x13327802",0.00306944008871746,0.240892188910976,0.116261872690615,0.000995350534779504,0.0589088540611442
"A03x13531256","A03",69.45129618,"A03x13531256",0.00431675778201424,0.195423524136572,0.0411586903618684,0.0518500770145636,0.0424872466700776
"A03x13687552","A03",70.70728467,"A03x13687552",0.0400637879595429,0.0841700656464752,0.171630652795642,0.0144998342015299,0.201771526684752
"A03x13717255","A03",71.11503043,"A03x13717255",0.0340562996274993,0.0694392231748679,0.301554022160616,0.0351973051378849,0.207186992278878
"A03x13794333","A03",71.5232003,"A03x13794333",0.00432227118249884,0.0799029380696368,0.181146575402892,0.0640884004511975,0.107874251872488
"A03x13992712","A03",71.93137017,"A03x13992712",0.000259705487602346,0.120835720506506,0.131090666010749,0.161557017756721,0.115931923727715
"A03x14066190","A03",72.33954003,"A03x14066190",0.025707888355706,0.197391741899509,0.0920851467525949,0.191194081381312,0.134632683646146
"A03x14114548","A03",72.7477099,"A03x14114548",0.0382850115681794,0.178400213669107,0.10444378743739,0.149753768642967,0.191141064180954
"A03x14164882","A03",73.15566946,"A03x14164882",0.0324027126564133,0.170691802198803,0.0749552662947792,0.0580414657278965,0.187301320099436
"A03x14236893","A03",73.98257695,"A03x14236893",0.000588282324256895,0.267321652987022,0.0603280711677314,0.0176952084241009,0.057596214455657
"A03x14401516","A03",74.3903262,"A03x14401516",0.0146844716021377,0.184643286106279,0.0931202371556878,0.0528011154955976,0.0765461236180727
"A03x14491869","A03",75.21723369,"A03x14491869",0.00748105324814219,0.156923322532293,0.0444626173681968,0.231310794515764,0.0785205279300385
"A03x14556707","A03",75.62498294,"A03x14556707",0.029238256145991,0.163348804476243,0.101418439955268,0.150617562259782,0.18933286650622
"A03x14585658","A03",76.45189043,"A03x14585658",0.0633573515923107,0.0699250860443783,0.104861873163799,0.34103494361446,0.33634680028581
"A03x14767219","A03",76.85963968,"A03x14767219",0.0937258419438223,0.0318532529971094,0.253922464435448,0.119598895339564,0.400753944350697
"A03x14933805","A03",77.68654678,"A03x14933805",0.142240734699746,0.027791205775344,0.296869507908553,0.196720273987737,0.539926869385624
"A03x15147742","A03",78.09386487,"A03x15147742",0.129002001930559,0.00785549013829723,0.204232724999173,0.348215634224587,0.58084864479207
"A03x15289860","A03",79.79035169,"A03x15289860",0.261219356026526,0.0453329133406442,0.0152849790990501,0.0740606153296426,0.749260113492426
"A03x15439617","A03",80.1978797,"A03x15439617",0.252959853469852,0.0270403810390292,0.0209016573967347,0.0336349254621666,0.706187205487424
"A03x15552364","A03",80.60604957,"A03x15552364",0.282862928845972,0.0736818892214899,0.00292688177646028,0.0846685491787724,0.813680563329001
"A03x15589868","A03",81.01400912,"A03x15589868",0.282449464629781,0.0634065363506693,0.00135078407254241,0.132548757088912,0.797578618876059
"A03x15613235","A03",81.84091662,"A03x15613235",0.202364399677265,0.0491881032464221,0.0351876298547324,0.213754193681552,0.699603805771631
"A03x15810350","A03",82.24866586,"A03x15810350",0.251965869264483,0.073791872997532,0.0749233720795246,0.195979798024808,0.806034536086997
"A03x15983737","A03",83.07557336,"A03x15983737",0.162304778629858,0.0574232414320477,0.0185052830704819,0.330194375560438,0.733899100322446
"A03x16016626","A03",83.48353292,"A03x16016626",0.132144503770203,0.0247125569744071,0.0300095949142474,0.424482545087557,0.581792275412113
"A03x16128634","A03",83.89149247,"A03x16128634",0.10665917591931,0.0327159243124129,0.0369681697502813,0.494007667301332,0.479265503999898
"A03x16214316","A03",84.71839997,"A03x16214316",0.127950167750926,0.0388683831010894,0.00323409884188663,0.645234555745901,0.556845085411794
"A03x16315533","A03",85.12614921,"A03x16315533",0.198369421579011,0.0113209832555299,0.00820464454929493,0.697409955661655,0.473365358527531
"A03x16388952","A03",85.95305671,"A03x16388952",0.5175706097318,0.0172201168298898,0.00846795050861715,0.770557230288418,0.747578078659274
"A03x16497890","A03",86.3603748,"A03x16497890",0.419935575701052,0.0080601952646191,0.0152590518255238,0.745159937301807,0.660152943881712
"A03x16763491","A03",88.05686162,"A03x16763491",0.333723420184608,0.0250112562932259,0.0369593901747578,0.57608629185448,0.323567519269659
"A03x16851075","A03",88.46439002,"A03x16851075",0.345642544096219,0.0139897109608285,0.0255929845474441,0.937223543427095,0.374794445723523
"A03x16899208","A03",88.87255989,"A03x16899208",0.386634829761142,0.0249878709878146,0.0255994523600407,0.868189385395866,0.350019561749889
"A03x16905131","A03",89.28072975,"A03x16905131",0.5398782605559,0.0483340201201656,0.142489669295202,0.799148282347062,0.482908053994777
"A03x16921981","A03",89.68889962,"A03x16921981",0.573749247171516,0.0762000091911545,0.122471702985564,0.766025274599954,0.619937958539424
"A03x17000953","A03",90.09706949,"A03x17000953",0.57377165817805,0.0762048826961461,0.200521991523203,0.7660049449414,0.619957186615125
"A03x17151125","A03",90.50481525,"A03x17151125",0.743393893238105,0.095822802805742,0.200527920416846,0.565434735812715,0.692770083103653
"A03x17233425","A03",91.76102131,"A03x17233425",0.574484666728683,0.0649776034896377,0.136971436211439,0.451076753498796,0.532066810551726
"A03x17428794","A03",92.16876707,"A03x17428794",0.517617551159313,0.0902045547759087,0.183204008421001,0.234235541986266,0.443529207826771
"A03x17636243","A03",92.57693694,"A03x17636243",0.447442753138089,0.044810445950219,0.183208759798276,0.234210277825028,0.396680925825194
"A03x17891230","A03",92.9851068,"A03x17891230",0.506515833501128,0.104749686216508,0.183210919335892,0.20792221777765,0.436702088096069
"A03x17945633","A03",93.39327667,"A03x17945633",0.513317448634487,0.125026424271624,0.205241885915143,0.0742587848096292,0.458825418965944
"A03x17995728","A03",93.80123623,"A03x17995728",0.592724334246261,0.165791974426014,0.253826516806129,0.139505990818392,0.629600762363225
"A03x18057169","A03",94.62814372,"A03x18057169",0.745206252183868,0.357325099170026,0.18523828066904,0.201368348534444,0.675675357619582
"A03x18192977","A03",95.03546182,"A03x18192977",0.580176247545444,0.462534451811905,0.212202857560783,0.216396244878979,0.514458917079878
"A03x18279509","A03",96.7317272,"A03x18279509",0.203985347230297,0.224264126806077,0.372088158111751,0.123838871857998,0.210645572060457
"A03x18446954","A03",97.55798239,"A03x18446954",0.16625337123954,0.091770682170079,0.286631809396681,0.289854740023301,0.182913130018619
"A03x18490878","A03",97.96594195,"A03x18490878",0.212392243817858,0.15231801365934,0.204550657599896,0.406852356999508,0.240938879859755
"A03x18614669","A03",98.37411182,"A03x18614669",0.190904206481074,0.111228798976953,0.229064660727971,0.428211543864805,0.158910871197918
"A03x18787974","A03",98.78207137,"A03x18787974",0.104681030598838,0.0729037429519508,0.0682407359043964,0.481149562861432,0.087087453361562
"A03x19141176","A03",99.60897887,"A03x19141176",0.150864790287059,0.268058967677149,0.152672595747163,0.525157121468084,0.145173160948161
"A03x19168325","A03",100.0169384,"A03x19168325",0.103611792932798,0.257242288298642,0.182196055188342,0.673412129436784,0.117281602186836
"A03x19327483","A03",100.4251083,"A03x19327483",0.169055992487742,0.362033425650651,0.183863185475616,0.601802381038837,0.170450792535235
"A03x19407869","A03",100.8330678,"A03x19407869",0.122363577269576,0.529699198193725,0.139246398635009,0.698377785967295,0.152778489265017
"A03x19521630","A03",101.6599753,"A03x19521630",0.125382876006391,0.385464682716645,0.222365527428536,0.43818645721602,0.128457983241674
"A03x19572534","A03",102.0679349,"A03x19572534",0.125382372918414,0.385466463116074,0.139193906198329,0.438187319657317,0.128458325595147
"A03x19588780","A03",102.4761048,"A03x19588780",0.119007788492404,0.47161502694442,0.165215861379181,0.577468182420802,0.143868692393653
"A03x19731924","A03",102.8840643,"A03x19731924",0.147485106110238,0.520351774313013,0.140417999566182,0.701585969614925,0.157338928815705
"A03x19849963","A03",103.710758,"A03x19849963",0.120284991730646,0.323761699116403,0.361338365257211,0.725315532096388,0.155613913509058
"A03x19928814","A03",104.5374516,"A03x19928814",0.0580662454201981,0.215943576032885,0.288701560015824,0.32603834756496,0.152940204584638
"A03x20027810","A03",104.9454111,"A03x20027810",0.0594063446309185,0.307132088986123,0.344701671285407,0.296866156080824,0.173110685982692
"A03x20139956","A03",105.353581,"A03x20139956",0.0235908783344314,0.241105849190319,0.191794871513167,0.487337838303588,0.185899985678134
"A03x20186818","A03",105.7617509,"A03x20186818",0.0315361110986974,0.300026645742179,0.166646163915857,0.461613463435228,0.27373552415429
"A03x20297537","A03",106.1694966,"A03x20297537",0.0461532400031661,0.223773743146637,0.166647514345186,0.305649130308524,0.249089360397591
"A03x20335868","A03",107.4254851,"A03x20335868",0.0634895419380328,0.199317380474355,0.217949818645536,0.21244960608422,0.300067116013111
"A03x21053512","A03",108.2519614,"A03x21053512",0.020973888037032,0.0838558192126868,0.0154637798532917,0.539636915881701,0.212852853513198
"A03x21769356","A03",108.6592794,"A03x21769356",0.0183027718788455,0.0915599255251323,0.00612968385016188,0.505581516013265,0.214878159038221
"A03x21952964","A03",110.3557663,"A03x21952964",0.00258718797778101,0.000186901404163109,0.00166767690771508,0.569461442912498,0.0654934532986431
"A03x22151769","A03",110.7630844,"A03x22151769",0.208448408311186,0.0118651996699271,0.000777465751497175,0.538642108551258,0.0947167562825939
"A03x22397890","A03",111.5899919,"A03x22397890",0.301135616577586,0.00368280186685865,0.0164533976665382,0.404713868683217,0.221139112192986
"A03x22464203","A03",111.9977411,"A03x22464203",0.231370473294847,0.000434770560417519,0.000610058851975737,0.235902638763562,0.315870016743077
"A03x22601970","A03",112.8246486,"A03x22601970",0.178272609668968,0.000682300580109541,0.0060199781849235,0.23925869696366,0.226617491316517
"A03x22602321","A03",113.2323978,"A03x22602321",0.161011249597493,0.00285519711624715,0.00283035895157013,0.160075942502203,0.171301467649812
"A03x22879126","A03",114.0588741,"A03x22879126",0.132303156485872,8.8945008144492e-05,0.0676149889208943,0.490112163858981,0.134705755487801
"A03x23207388","A03",115.3148626,"A03x23207388",0.0687842135753005,0.0417107785161193,0.233472769951248,0.9200207155112,0.0858578606479909
"A03x23208268","A03",115.7226083,"A03x23208268",0.051250455045043,0.0636037172789088,0.233508516934478,1.01642371993039,0.0986610463093029
"A03x23338138","A03",116.1307782,"A03x23338138",0.010431682375577,0.101835933777522,0.520977718212976,1.09213282107284,0.0403629528367446
"A03x23614347","A03",116.5383066,"A03x23614347",0.000115333004426788,0.124020978999795,0.521002168844888,1.38718363333054,0.0235860333879714
"A03x24029011","A03",118.2343469,"A03x24029011",0.00510537223838803,0.0529011704439881,0.444515824207883,1.53485242458876,0.00751371250902366
"A03x24086683","A03",119.4896718,"A03x24086683",0.000111564283869825,0.0908693512717775,0.414121099098793,1.21493942966454,0.000685093777235579
"A03x24199357","A03",120.316148,"A03x24199357",0.000427024990010239,0.0432002818665751,0.417136564809852,1.11969630708229,0.0114102390864446
"A03x24259169","A03",120.7241075,"A03x24259169",0.000169361624168474,0.0388377156773458,0.497627574221639,1.22243521297131,0.00865388066051764
"A03x24393294","A03",121.1322774,"A03x24393294",0.00164867764696019,0.0712589068781995,0.471598884476208,1.29438094974944,7.64257450214245e-05
"A03x24556705","A03",121.5400232,"A03x24556705",0.00055803986832359,0.107257018582089,0.494798534635436,1.02079231159468,0.00568337219976911
"A03x24723428","A03",122.7962292,"A03x24723428",0.200266702057002,0.411912549701384,0.695954426984514,0.799241366526147,0.0486105502990881
"A03x24950242","A03",123.2019491,"A03x24950242",0.16091974060928,0.349927919409595,0.686877308452239,0.759317225801439,0.0335100473308785
"A03x25669408","A03",127.7970353,"A03x25669408",0.0644259534379401,0.733070373264127,0.182577476952474,0.0981143163045033,0.0303184184200518
"A03x25858565","A03",129.0495437,"A03x25858565",0.0738888767486863,1.20625252935324,0.19765545771412,0.0695985377800241,0.130533977920322
"A03x26452643","A03",132.6257813,"A03x26452643",0.00896748592603558,0.793314350066481,0.257303662647132,0.00394559809610939,0.0723508517975802
"A03x26563440","A03",133.0313161,"A03x26563440",0.0132642582929776,0.69767764129179,0.237881535524025,0.00498939033268186,0.138142797365902
"A03x26868118","A03",135.6155807,"A03x26868118",0.000111746997919937,0.394007887294663,0.251263272957317,0.196814512473054,0.060538089181307
"A04x92546","A04",0,"A04x92546",0.0344670746165665,0.445002290219804,1.33559329424861,0.152221919379855,0.00016214397493286
"A04x241595","A04",0.382748284,"A04x241595",0.0400507830576586,0.453964032886461,1.21772946569067,0.286008145881468,6.038677122433e-05
"A04x275110","A04",1.209442019,"A04x275110",0.0413882538086803,0.217729422666366,0.857593131092841,0.404094489946957,0.000649104389196964
"A04x338930","A04",2.036135649,"A04x338930",0.00182490092161025,0.301449724794878,0.888236020191584,0.248511025601346,0.0695745977455999
"A04x353174","A04",2.444095206,"A04x353174",0.0219601838859926,0.173982964355247,0.712581537338849,0.347856424859131,0.0591478456330492
"A04x411597","A04",2.852265074,"A04x411597",0.0723110270074603,0.159659125036484,0.511388249306492,0.274014504729649,0.013250229448829
"A04x621065","A04",3.260434941,"A04x621065",0.0326857612708658,0.245096320882425,0.308796689407075,0.340436840212377,0.00457234375278404
"A04x678975","A04",3.668604808,"A04x678975",0.0205246911833399,0.177988228462908,0.291783132208081,0.30335242531676,0.00545773418787121
"A04x695170","A04",4.076774675,"A04x695170",0.0605988390446637,0.152516783475363,0.291768692591972,0.18078124234701,0.00105422729427573
"A04x825193","A04",4.484944542,"A04x825193",0.0607738310729111,0.107064988188682,0.160524253020583,0.187658050566952,0.00112912725518299
"A04x932068","A04",4.893114409,"A04x932068",0.0636561867643781,0.0903760298851068,0.218408372973329,0.155579352211959,0.00350272942415586
"A04x1011208","A04",5.301284276,"A04x1011208",0.0533346779261237,0.142855116429274,0.27059159879326,0.106213308175228,0.00466683504038201
"A04x1027875","A04",5.709454143,"A04x1027875",0.0613675493772678,0.130823825078295,0.270602195044603,0.0284854348990109,0.0123212268884458
"A04x1071274","A04",6.117624011,"A04x1071274",0.0673471828793986,0.171943007878923,0.323736406989127,0.00884047385684994,0.00207989469885206
"A04x1090746","A04",6.525793879,"A04x1090746",0.0338743813462496,0.183528134504115,0.365327586235509,0.00786737278701821,0.021743498729677
"A04x1187017","A04",6.933753434,"A04x1187017",0.0453363163623433,0.256566496041359,0.259495601872914,0.0265209762838339,0.00394857977079255
"A04x1283259","A04",7.760660928,"A04x1283259",0.0569804017695308,0.12594610059989,0.213083872518325,0.00644477049088721,0.00446702726873127
"A04x1299887","A04",8.168620484,"A04x1299887",0.0236807982450227,0.191454414838915,0.212839204816959,0.00102333277585842,0.017947035945383
"A04x1409492","A04",8.576790352,"A04x1409492",0.025405682003969,0.135518495665792,0.212836635990527,0.00422730917280489,0.0205286704381251
"A04x1459842","A04",8.98496022,"A04x1459842",0.00353186821286222,0.085695653435522,0.187410007461892,0.00240600899783772,0.0597687865398484
"A04x1470653","A04",9.392919777,"A04x1470653",0.00284631324879392,0.0460135228826459,0.218875539660218,0.0052780511079078,0.0724528009221217
"A04x1551326","A04",10.21961341,"A04x1551326",0.0290942506318945,0.0273270609138478,0.103075300089756,0.00521307027266005,0.0260956168079929
"A04x1660172","A04",11.04542998,"A04x1660172",0.0117950052482776,0.0840657639461142,0.277378404989605,0.00325939007881004,0.0569524686579825
"A04x1835717","A04",13.19339912,"A04x1835717",0.029670722263976,0.000489383322303638,0.645694820068314,0.0844257044160202,0.0652190448536203
"A04x1888482","A04",13.60049618,"A04x1888482",0.00445961479400658,0.0123739205203321,0.820613650499268,0.0394404454196291,0.0766864575708155
"A04x2014152","A04",14.42740368,"A04x2014152",0.0512103076081729,0.000639297421002993,0.821004369803035,0.0726161028486132,0.0122249684519034
"A04x2224862","A04",14.83515293,"A04x2224862",0.0391474361123834,0.0114861249093678,0.617285746838888,0.0912470658818592,0.00248419626467467
"A04x2508430","A04",15.66206042,"A04x2508430",0.0697335493283298,0.00725113816253042,0.562518125496211,0.16054039981168,0.0100142560738732
"A04x2638407","A04",16.06980967,"A04x2638407",0.0421637094027449,0.0241818692468883,0.305472845606232,0.145551702663695,4.76590963103263e-05
"A04x2902730","A04",16.89671726,"A04x2902730",0.052768148789168,0.00507472220414229,0.293653652204625,0.283934271172001,0.00360064968992901
"A04x2952567","A04",17.30470239,"A04x2952567",0.0452585728296881,0.00763937974986106,0.29364213570193,0.489001302503965,0.000247979719404157
"A04x3248299","A04",17.30470344,"A04x3248299",0.0452585352771866,0.00763934589664927,0.293641859964538,0.489001278316167,0.000247977314586478
"A04x3436561","A04",17.7128989,"A04x3436561",0.000216303079797697,0.164123688277783,0.452275142784657,0.305099860794584,0.0488048144546838
"A04x3550818","A04",18.12085855,"A04x3550818",0.000250489509170393,0.186063525092237,0.484507892691511,0.539822056368209,0.0542989206047082
"A04x3658159","A04",18.94776604,"A04x3658159",0.00526446368292355,0.17427553450085,0.360038035365534,0.508722307653329,0.00722900181551722
"A04x3829663","A04",19.3557256,"A04x3829663",0.0264223844609379,0.123265190633163,0.196525537213944,0.322075838421014,0.00953492058010852
"A04x4348071","A04",19.76389546,"A04x4348071",0.0310569573387056,0.164936983445983,0.21618313881541,0.215781356168833,0.000466656127343867
"A04x4692055","A04",20.17174855,"A04x4692055",0.0802061090050987,0.0723100507936749,0.134136433501823,0.308971812867014,5.35125593614794e-07
"A04x6292708","A04",21.21167548,"A04x6292708",0.0520017353260389,0.0489038859838899,0.128059550080422,0.417736548830305,3.06591920207211e-06
"A04x6979546","A04",22.25120283,"A04x6979546",0.122881438294653,0.0222244979587458,0.11051722033244,0.359254375357281,0.00522794850837727
"A04x7311385","A04",22.65884592,"A04x7311385",0.0680689791755018,0.030719376533483,0.0865035602566309,0.414384968113055,0.000732024926094255
"A04x7829955","A04",23.48543962,"A04x7829955",0.0157742715455989,0.0853911852923659,0.161965195655085,0.453049679633907,0.0477235674092071
"A04x8057263","A04",23.89339933,"A04x8057263",0.0103387574909046,0.121786289396169,0.141808780226228,0.478775627435468,0.096069434134904
"A04x8392208","A04",24.3015692,"A04x8392208",0.010403586865678,0.0805215712835547,0.0556847373303526,0.491836944858591,0.097468388345419
"A04x8538423","A04",24.70973906,"A04x8538423",0.0822270609702365,0.159533543263052,0.0897929466355833,0.518263188428335,0.130196660151626
"A04x8655407","A04",25.11790893,"A04x8655407",0.0822468447876616,0.159536941871323,0.10863068951636,0.518287336471175,0.130198924116598
"A04x8924483","A04",25.5260788,"A04x8924483",0.106586762500642,0.11141228807827,0.108629145656721,0.709597678152392,0.117465446167955
"A04x9039559","A04",25.93424906,"A04x9039559",0.0791322915681132,0.0359686526137466,0.075562869508957,0.701889348683707,0.10386898432705
"A04x9150591","A04",26.3416434,"A04x9150591",0.0864540325759009,0.0173031758637023,0.241810804392088,0.689198920024694,0.125385725425815
"A04x9375663","A04",26.74960326,"A04x9375663",0.0962066711672467,0.00291225139355333,0.34137328863136,0.949281655403823,0.106627637883264
"A04x9583674","A04",27.57550163,"A04x9583674",0.0604813939250803,0.00209037601939599,0.0913596120399234,0.685848434921681,0.0934751419470103
"A04x9690246","A04",28.40198141,"A04x9690246",0.0239051801138075,0.0067654368199328,0.112186576563346,0.780222060710969,0.0346998957542723
"A04x10038414","A04",29.22824337,"A04x10038414",0.0143274582887258,0.015131002417121,0.0155671149162515,0.546689913890773,0.0242662438810726
"A04x10283910","A04",30.48423186,"A04x10283910",0.000496174203846067,0.0362971734890323,0.00634792596497391,0.416793484622801,0.00141776678452743
"A04x10620604","A04",30.89176693,"A04x10620604",5.63829558828388e-05,0.0316702717834687,0.0147820692394021,0.374814555337338,0.00260789098825853
"A04x10806068","A04",31.71867442,"A04x10806068",0.0629836023835253,0.00321584156191079,0.0151181846272266,0.32688660690674,0.0134770597248348
"A04x10935769","A04",32.12663398,"A04x10935769",0.062843633880286,0.00133885982674542,0.0112305539418287,0.416497269336418,0.0158459340023569
"A04x11047501","A04",32.53480385,"A04x11047501",0.0665138167390396,0.00388644815467387,0.0293871635364837,0.465994473177545,0.0100609566025582
"A04x11075431","A04",32.94297371,"A04x11075431",0.0664593739510622,0.016104678595326,0.00124328113275851,0.454206849075135,0.0098368319189035
"A04x11538592","A04",33.35114358,"A04x11538592",0.0664551967635223,0.0161042051748268,0.000131612435211537,0.454199662149378,0.00983546406780533
"A04x11952922","A04",33.75931345,"A04x11952922",0.0298321150196994,0.00183408530435258,0.000132530981090895,0.391862208807552,0.000929852548040344
"A04x12186306","A04",34.16748331,"A04x12186306",0.0443533420236157,0.00495601710741767,0.00550405592503012,0.367603124535904,0.000208203268812213
"A04x12327483","A04",34.57555382,"A04x12327483",0.0475757677826572,0.00774957316190239,0.0112795328874995,0.285383778022322,0.00270460268501438
"A04x12461375","A04",35.18037786,"A04x12461375",0.116761017733081,0.00098772660444979,0.0455124986274882,0.368848092051493,0.02312474167951
"A04x12652115","A04",37.08836874,"A04x12652115",0.0843836182113407,0.138045627591282,0.0301533341283289,0.0522427463079822,0.0433892679818086
"A04x12767693","A04",38.78407053,"A04x12767693",0.0152221595602597,0.249846395169527,0.0239900561332433,0.030766438761944,0.00145851265693864
"A04x12883502","A04",39.19159894,"A04x12883502",0.00944107246360559,0.265963588174259,0.0126824382688824,0.0270636719191373,2.63034793874795e-05
"A04x12949835","A04",39.59976881,"A04x12949835",0.00870450628474906,0.366696298675748,0.0273455915821046,0.0348932131541346,0.000447842867288273
"A04x13143327","A04",40.00772759,"A04x13143327",0.00402958699641331,0.249707942400931,0.00533764841316042,0.00640217605739224,0.00678271908640227
"A04x13368555","A04",40.83463508,"A04x13368555",0.022344736494265,0.315369271311141,0.0263334083740006,0.0075114496994928,0.00126271358305985
"A04x13500064","A04",41.24259503,"A04x13500064",0.0543692573727625,0.460022356255706,0.0512154294043228,0.011521934078246,0.0063475133701445
"A04x13670414","A04",41.64998859,"A04x13670414",0.0413126304815137,0.612717527635823,0.101789481292258,0.0455159012349071,0.000366639855883477
"A04x13790497","A04",42.05794884,"A04x13790497",0.0412370629544334,0.518228737924261,0.0320952643965882,0.0489090488837007,0.000407764305805358
"A04x13940190","A04",42.88384721,"A04x13940190",0.0175295280489305,0.481343821519658,0.0134542849607442,0.00986640397670158,0.00040962320321114
"A04x13967699","A04",43.71054124,"A04x13967699",0.00785485456207624,0.413367171360051,0.013452704001935,0.0381710013286209,0.00421179344129996
"A04x14066977","A04",44.1185008,"A04x14066977",0.020891541549183,0.446082319105813,0.0131477259157862,0.0900225841651405,0.000429925495154748
"A04x14188741","A04",44.52667067,"A04x14188741",0.0151167120309132,0.347556951114285,0.00452141714785625,0.135690490795184,0.000875175565056452
"A04x14268002","A04",44.93484053,"A04x14268002",0.0117815419343046,0.316596902815348,0.00451933814161976,0.150996636761519,0.00116980875378658
"A04x14316164","A04",45.3430104,"A04x14316164",0.000606548013113439,0.323550709479179,0.00175126354082522,0.0872384511094708,0.0346642273917723
"A04x14375964","A04",45.75097036,"A04x14375964",0.00133937196367029,0.481859234025251,0.00991434373972311,0.058279616348571,0.0435772511387427
"A04x14475178","A04",46.57643111,"A04x14475178",0.0221921688946178,0.860220746065437,0.00731763915501915,0.0857085639915169,0.036646203080295
"A04x14677493","A04",48.27269546,"A04x14677493",0.0802641813942166,0.619140965525133,0.0271247297695538,0.0458933260238155,0.142443138947385
