"chr","bin.start","bin.end","tx_name"
"A02",15666157,18068380,"Bra018506"
"A02",15666157,18068380,"Bra018505"
"A02",15666157,18068380,"Bra018502"
"A02",15666157,18068380,"Bra018501"
"A02",15666157,18068380,"Bra018500"
"A02",15666157,18068380,"Bra018499"
"A02",15666157,18068380,"Bra018497"
"A02",15666157,18068380,"Bra018496"
"A02",15666157,18068380,"Bra018495"
"A02",15666157,18068380,"Bra018494"
"A02",15666157,18068380,"Bra018493"
"A02",15666157,18068380,"Bra100398"
"A02",15666157,18068380,"Bra018492"
"A02",15666157,18068380,"Bra033117"
"A02",15666157,18068380,"Bra033118"
"A02",15666157,18068380,"Bra100399"
"A02",15666157,18068380,"Bra100400"
"A02",15666157,18068380,"Bra100401"
"A02",15666157,18068380,"Bra100402"
"A02",15666157,18068380,"Bra033121"
"A02",15666157,18068380,"Bra033122"
"A02",15666157,18068380,"Bra033124"
"A02",15666157,18068380,"Bra100403"
"A02",15666157,18068380,"Bra033125"
"A02",15666157,18068380,"Bra033128"
"A02",15666157,18068380,"Bra033129"
"A02",15666157,18068380,"Bra033130"
"A02",15666157,18068380,"Bra033131"
"A02",15666157,18068380,"Bra100404"
"A02",15666157,18068380,"Bra033132"
"A02",15666157,18068380,"Bra033134"
"A02",15666157,18068380,"Bra033136"
"A02",15666157,18068380,"Bra033137"
"A02",15666157,18068380,"Bra100405"
"A02",15666157,18068380,"Bra033139"
"A02",15666157,18068380,"Bra033140"
"A02",15666157,18068380,"Bra100406"
"A02",15666157,18068380,"Bra033144"
"A02",15666157,18068380,"Bra033148"
"A02",15666157,18068380,"Bra033149"
"A02",15666157,18068380,"Bra033152"
"A02",15666157,18068380,"Bra033153"
"A02",15666157,18068380,"Bra033154"
"A02",15666157,18068380,"Bra033155"
"A02",15666157,18068380,"Bra033157"
"A02",15666157,18068380,"Bra033158"
"A02",15666157,18068380,"Bra033159"
"A02",15666157,18068380,"Bra033161"
"A02",15666157,18068380,"Bra100408"
"A02",15666157,18068380,"Bra033165"
"A02",15666157,18068380,"Bra033170"
"A02",15666157,18068380,"Bra033175"
"A02",15666157,18068380,"Bra033180"
"A02",15666157,18068380,"Bra033187"
"A02",15666157,18068380,"Bra033189"
"A02",15666157,18068380,"Bra033190"
"A02",15666157,18068380,"Bra033191"
"A02",15666157,18068380,"Bra033192"
"A02",15666157,18068380,"Bra033193"
"A02",15666157,18068380,"Bra033194"
"A02",15666157,18068380,"Bra033195"
"A02",15666157,18068380,"Bra033196"
"A02",15666157,18068380,"Bra033198"
"A02",15666157,18068380,"Bra033199"
"A02",15666157,18068380,"Bra033204"
"A02",15666157,18068380,"Bra033206"
"A02",15666157,18068380,"Bra033210"
"A02",15666157,18068380,"Bra033212"
"A02",15666157,18068380,"Bra021948"
"A02",15666157,18068380,"Bra021950"
"A02",15666157,18068380,"Bra021952"
"A02",15666157,18068380,"Bra021954"
"A02",15666157,18068380,"Bra021955"
"A02",15666157,18068380,"Bra021956"
"A02",15666157,18068380,"Bra100411"
"A02",15666157,18068380,"Bra100412"
"A02",15666157,18068380,"Bra021958"
"A02",15666157,18068380,"Bra021959"
"A02",15666157,18068380,"Bra021963"
"A02",15666157,18068380,"Bra021964"
"A02",15666157,18068380,"Bra021965"
"A02",15666157,18068380,"Bra021966"
"A02",15666157,18068380,"Bra021969"
"A02",15666157,18068380,"Bra021971"
"A02",15666157,18068380,"Bra100413"
"A02",15666157,18068380,"Bra021975"
"A02",15666157,18068380,"Bra021976"
"A02",15666157,18068380,"Bra021978"
"A02",15666157,18068380,"Bra021979"
"A02",15666157,18068380,"Bra021981"
"A02",15666157,18068380,"Bra021983"
"A02",15666157,18068380,"Bra021985"
"A02",15666157,18068380,"Bra021986"
"A02",15666157,18068380,"Bra021987_Bra021988"
"A02",15666157,18068380,"Bra021989"
"A02",15666157,18068380,"Bra021990"
"A02",15666157,18068380,"Bra021991"
"A02",15666157,18068380,"Bra021992"
"A02",15666157,18068380,"Bra021993"
"A02",15666157,18068380,"Bra021994"
"A02",15666157,18068380,"Bra021995"
"A02",15666157,18068380,"Bra021996"
"A02",15666157,18068380,"Bra022001"
"A02",15666157,18068380,"Bra022003"
"A02",18333224,18710137,"Bra022029"
"A02",18333224,18710137,"Bra022030"
"A02",18333224,18710137,"Bra022033"
"A02",18333224,18710137,"Bra022042"
"A02",18333224,18710137,"Bra022043"
"A02",18333224,18710137,"Bra022044"
"A02",18333224,18710137,"Bra022045"
"A02",18333224,18710137,"Bra022048"
"A02",18333224,18710137,"Bra022049"
"A02",18333224,18710137,"Bra022051"
"A02",18333224,18710137,"Bra022055"
"A02",18333224,18710137,"Bra022057"
"A02",18333224,18710137,"Bra022059"
"A02",18333224,18710137,"Bra022060"
"A02",18333224,18710137,"Bra022064"
"A02",18333224,18710137,"Bra022065"
"A02",18333224,18710137,"Bra022069"
"A02",18333224,18710137,"Bra100419"
"A02",18333224,18710137,"Bra022071"
"A02",18333224,18710137,"Bra022072"
"A02",18725492,19337930,"Bra022076"
"A02",18725492,19337930,"Bra022077"
"A02",18725492,19337930,"Bra022081"
"A02",18725492,19337930,"Bra022087"
"A02",18725492,19337930,"Bra022088"
"A02",18725492,19337930,"Bra022089"
"A02",18725492,19337930,"Bra022090"
"A02",18725492,19337930,"Bra022094"
"A02",18725492,19337930,"Bra022095"
"A02",18725492,19337930,"Bra022098"
"A02",18725492,19337930,"Bra022100"
"A02",18725492,19337930,"Bra022101"
"A02",18725492,19337930,"Bra022102"
"A02",18725492,19337930,"Bra022104"
"A02",18725492,19337930,"Bra022110_Bra022111"
"A02",18725492,19337930,"Bra022114"
"A02",18725492,19337930,"Bra022115"
"A02",18725492,19337930,"Bra022117"
"A02",18725492,19337930,"Bra022125"
"A02",18725492,19337930,"Bra022128"
"A02",18725492,19337930,"Bra022131"
"A02",18725492,19337930,"Bra022133"
"A02",18725492,19337930,"Bra022135"
"A02",18725492,19337930,"Bra022136"
"A02",18725492,19337930,"Bra022139"
"A02",18725492,19337930,"Bra022140"
"A02",18725492,19337930,"Bra022141"
"A02",18725492,19337930,"Bra022142"
"A02",18725492,19337930,"Bra022143"
"A02",18725492,19337930,"Bra022144"
"A02",18725492,19337930,"Bra022145"
"A02",19342237,19385395,"Bra022148"
"A02",19342237,19385395,"Bra022153"
"A02",19402407,19633360,"Bra026671"
"A02",19402407,19633360,"Bra026669"
"A02",19402407,19633360,"Bra026668"
"A02",19402407,19633360,"Bra026667"
"A02",19402407,19633360,"Bra100423"
"A02",19402407,19633360,"Bra026666"
"A02",19402407,19633360,"Bra026665"
"A02",19402407,19633360,"Bra026663"
"A02",19402407,19633360,"Bra026661"
"A02",19402407,19633360,"Bra026660"
"A02",19402407,19633360,"Bra026658"
"A02",19402407,19633360,"Bra026657"
"A02",19402407,19633360,"Bra026655"
"A02",19402407,19633360,"Bra026654"
"A02",19402407,19633360,"Bra026652"
"A02",19402407,19633360,"Bra026650"
"A02",19652236,19787524,"Bra026644"
"A02",19652236,19787524,"Bra026642"
"A02",19652236,19787524,"Bra026641"
"A02",19652236,19787524,"Bra026638"
"A02",19652236,19787524,"Bra026634"
"A02",19652236,19787524,"Bra100424"
"A02",19652236,19787524,"Bra026631"
"A02",19979079,20258229,"Bra026616"
"A02",19979079,20258229,"Bra026613"
"A02",19979079,20258229,"Bra026612"
"A02",19979079,20258229,"Bra026610"
"A02",19979079,20258229,"Bra026609"
"A02",19979079,20258229,"Bra026608"
"A02",19979079,20258229,"Bra026606"
"A02",19979079,20258229,"Bra026605"
"A02",19979079,20258229,"Bra026604"
"A02",19979079,20258229,"Bra026603"
"A02",19979079,20258229,"Bra026600"
"A02",19979079,20258229,"Bra026599"
"A02",19979079,20258229,"Bra026597"
"A02",19979079,20258229,"Bra026594"
"A02",19979079,20258229,"Bra026591"
"A02",20278135,20359579,"Bra026585"
"A02",20278135,20359579,"Bra026580"
"A02",20278135,20359579,"Bra026578"
"A02",20278135,20359579,"Bra026577"
"A02",20278135,20359579,"Bra026576"
"A02",20399854,20421949,"Bra026569"
"A02",20426239,20595834,"Bra026565"
"A02",20426239,20595834,"Bra026564"
"A02",20426239,20595834,"Bra026563"
"A02",20426239,20595834,"Bra026562"
"A02",20426239,20595834,"Bra026560"
"A02",20426239,20595834,"Bra026558"
"A02",20426239,20595834,"Bra026556"
"A02",20426239,20595834,"Bra026555"
"A02",20426239,20595834,"Bra026554"
"A02",20426239,20595834,"Bra026553"
"A02",20426239,20595834,"Bra026552"
"A02",20426239,20595834,"Bra026551"
"A02",20426239,20595834,"Bra026544"
"A02",20616645,21857555,"Bra026542"
"A02",20616645,21857555,"Bra026541"
"A02",20616645,21857555,"Bra026540"
"A02",20616645,21857555,"Bra026539"
"A02",20616645,21857555,"Bra100432"
"A02",20616645,21857555,"Bra026538"
"A02",20616645,21857555,"Bra026536"
"A02",20616645,21857555,"Bra026535"
"A02",20616645,21857555,"Bra026530"
"A02",20616645,21857555,"Bra026527"
"A02",20616645,21857555,"Bra026526"
"A02",20616645,21857555,"Bra100436"
"A02",20616645,21857555,"Bra100437"
"A02",20616645,21857555,"Bra100438"
"A02",20616645,21857555,"Bra100440"
"A02",20616645,21857555,"Bra026520"
"A02",20616645,21857555,"Bra100441"
"A02",20616645,21857555,"Bra026515"
"A02",20616645,21857555,"Bra026514"
"A02",20616645,21857555,"Bra100443"
"A02",20616645,21857555,"Bra026512"
"A02",20616645,21857555,"Bra026508"
"A02",20616645,21857555,"Bra100444"
"A02",20616645,21857555,"Bra036376"
"A02",20616645,21857555,"Bra036375"
"A02",20616645,21857555,"Bra100445"
"A02",20616645,21857555,"Bra036371"
"A02",20616645,21857555,"Bra036368"
"A02",20616645,21857555,"Bra036364"
"A02",20616645,21857555,"Bra100447"
"A02",20616645,21857555,"Bra036363"
"A02",20616645,21857555,"Bra036362"
"A02",20616645,21857555,"Bra036359"
"A02",20616645,21857555,"Bra036358"
"A02",20616645,21857555,"Bra036356"
"A02",20616645,21857555,"Bra036355"
"A02",20616645,21857555,"Bra036354"
"A02",20616645,21857555,"Bra036353"
"A02",20616645,21857555,"Bra100448"
"A02",20616645,21857555,"Bra036346"
"A02",20616645,21857555,"Bra036344"
"A02",20616645,21857555,"Bra036343"
"A02",20616645,21857555,"Bra036342"
"A02",20616645,21857555,"Bra100450"
"A02",20616645,21857555,"Bra036341"
"A02",20616645,21857555,"Bra100452"
"A02",20616645,21857555,"Bra100453"
"A02",20616645,21857555,"Bra036337"
"A02",20616645,21857555,"Bra100454"
"A02",20616645,21857555,"Bra036336"
"A02",20616645,21857555,"Bra036334"
"A02",20616645,21857555,"Bra036333"
"A02",20616645,21857555,"Bra036332"
"A02",20616645,21857555,"Bra036331"
"A02",20616645,21857555,"Bra036330"
"A02",20616645,21857555,"Bra036329"
"A02",20616645,21857555,"Bra032927"
"A02",20616645,21857555,"Bra032929"
"A02",20616645,21857555,"Bra032930"
"A02",20616645,21857555,"Bra032932"
"A02",20616645,21857555,"Bra032935"
"A02",20616645,21857555,"Bra032936"
"A02",20616645,21857555,"Bra032937"
"A02",20616645,21857555,"Bra032940"
"A02",20616645,21857555,"Bra032941"
"A02",20616645,21857555,"Bra032946"
"A02",20616645,21857555,"Bra032947"
"A02",20616645,21857555,"Bra032948"
"A02",20616645,21857555,"Bra032953"
"A02",20616645,21857555,"Bra032955"
"A02",20616645,21857555,"Bra032960"
"A02",20616645,21857555,"Bra032961"
"A02",20616645,21857555,"Bra032962"
"A02",21859402,21860795,"Bra032963"
"A02",21950061,22069457,"Bra032979"
"A02",21950061,22069457,"Bra032980"
"A02",21950061,22069457,"Bra032982"
"A02",21950061,22069457,"Bra032983"
"A02",21950061,22069457,"Bra032986"
"A02",21950061,22069457,"Bra032987"
"A02",21950061,22069457,"Bra032988"
"A02",21950061,22069457,"Bra032990"
"A02",21950061,22069457,"Bra032991"
"A02",21950061,22069457,"Bra032993"
"A02",22088836,22120404,"Bra032998"
"A02",22088836,22120404,"Bra033000"
"A02",22088836,22120404,"Bra033001"
"A02",22088836,22120404,"Bra033002"
"A02",22088836,22120404,"Bra033003"
"A02",22156481,22163264,"Bra033012"
"A02",22231939,22351982,"Bra033023"
"A02",22231939,22351982,"Bra033025"
"A02",22231939,22351982,"Bra033026"
"A02",22231939,22351982,"Bra033027"
"A02",22231939,22351982,"Bra033031"
"A02",22231939,22351982,"Bra033034"
"A02",22231939,22351982,"Bra033036"
"A02",22231939,22351982,"Bra033038"
"A02",22455638,22699332,"Bra033056"
"A02",22455638,22699332,"Bra033057"
"A02",22455638,22699332,"Bra033059"
"A02",22455638,22699332,"Bra033060"
"A02",22455638,22699332,"Bra033061"
"A02",22455638,22699332,"Bra033063"
"A02",22455638,22699332,"Bra033064"
"A02",22455638,22699332,"Bra033066"
"A02",22455638,22699332,"Bra033068"
"A02",22455638,22699332,"Bra033069"
"A02",22455638,22699332,"Bra033070"
"A02",22455638,22699332,"Bra033071"
"A02",22455638,22699332,"Bra033072"
"A02",22455638,22699332,"Bra033073"
"A02",22455638,22699332,"Bra033074"
"A02",22455638,22699332,"Bra033075"
"A02",22455638,22699332,"Bra033076"
"A02",22455638,22699332,"Bra033078"
"A02",22455638,22699332,"Bra100459"
"A02",22455638,22699332,"Bra033079"
"A02",22455638,22699332,"Bra033080"
"A02",22455638,22699332,"Bra033082"
"A02",22455638,22699332,"Bra033084"
"A02",22455638,22699332,"Bra033085"
"A02",22455638,22699332,"Bra033087"
"A02",22455638,22699332,"Bra033088"
"A02",22455638,22699332,"Bra033089"
"A02",22455638,22699332,"Bra033090"
"A02",22455638,22699332,"Bra033091"
"A02",22455638,22699332,"Bra033094"
"A02",22455638,22699332,"Bra033095"
"A02",22455638,22699332,"Bra033100"
"A02",22455638,22699332,"Bra033101"
"A02",22455638,22699332,"Bra033102"
"A02",22455638,22699332,"Bra033104"
"A02",22714858,22860807,"Bra033107"
"A02",22714858,22860807,"Bra033108"
"A02",22714858,22860807,"Bra100461"
"A02",22714858,22860807,"Bra020746"
"A02",22714858,22860807,"Bra020743"
"A02",22714858,22860807,"Bra020741"
"A02",22714858,22860807,"Bra020739"
"A02",22861722,22935869,"Bra020737"
"A02",22861722,22935869,"Bra020736"
"A02",22861722,22935869,"Bra020734"
"A02",22861722,22935869,"Bra020733"
"A02",22861722,22935869,"Bra020731"
"A02",22861722,22935869,"Bra020728"
"A02",22947929,22977073,"Bra020723"
"A02",22947929,22977073,"Bra020722"
"A02",22947929,22977073,"Bra020721"
"A02",22947929,22977073,"Bra020720"
"A02",22947929,22977073,"Bra020719"
"A02",23010799,23079111,"Bra020715"
"A02",23010799,23079111,"Bra020714"
"A02",23010799,23079111,"Bra020713"
"A02",23010799,23079111,"Bra020710"
"A02",23010799,23079111,"Bra020709"
"A02",23010799,23079111,"Bra020708"
"A02",23108266,23244133,"Bra020700"
"A02",23108266,23244133,"Bra020696"
"A02",23108266,23244133,"Bra020690"
"A02",23108266,23244133,"Bra020689"
"A02",23108266,23244133,"Bra020686"
"A02",23108266,23244133,"Bra020685"
"A02",23108266,23244133,"Bra020684"
"A02",23108266,23244133,"Bra020681"
"A02",23108266,23244133,"Bra020679"
"A02",23108266,23244133,"Bra020678"
"A02",23244388,23266078,"Bra020677"
"A02",23244388,23266078,"Bra020676"
"A02",23244388,23266078,"Bra020675"
"A02",23267181,23347059,"Bra020673"
"A02",23267181,23347059,"Bra020671"
"A02",23267181,23347059,"Bra020666"
"A02",23267181,23347059,"Bra020664"
"A02",23267181,23347059,"Bra020663"
"A02",23267181,23347059,"Bra020659"
"A02",23267181,23347059,"Bra020658"
"A02",23373528,23376735,"Bra020653"
"A02",23395499,23498240,"Bra020651"
"A02",23395499,23498240,"Bra020650"
"A02",23395499,23498240,"Bra020649"
"A02",23395499,23498240,"Bra020648"
"A02",23395499,23498240,"Bra020647"
"A02",23395499,23498240,"Bra020646"
"A02",23395499,23498240,"Bra020644"
"A02",23395499,23498240,"Bra020643"
"A02",23395499,23498240,"Bra020642"
"A02",23395499,23498240,"Bra020641"
"A02",23395499,23498240,"Bra020640"
"A02",23395499,23498240,"Bra020639"
"A02",23395499,23498240,"Bra020637"
"A02",23395499,23498240,"Bra100466"
"A02",23395499,23498240,"Bra020636"
"A02",23395499,23498240,"Bra020635"
"A02",23508349,23512575,"Bra020633"
"A02",23532033,23627336,"Bra020630"
"A02",23532033,23627336,"Bra100467"
"A02",23532033,23627336,"Bra020625"
"A02",23532033,23627336,"Bra020624"
"A02",23532033,23627336,"Bra020623"
"A02",23532033,23627336,"Bra020619"
"A02",23671262,23751091,"Bra020609"
"A02",23671262,23751091,"Bra020608"
"A02",23671262,23751091,"Bra020603"
"A02",23868598,23885742,"Bra020588"
"A02",23868598,23885742,"Bra020585"
"A02",23922103,23956314,"Bra020573"
"A02",23922103,23956314,"Bra020569"
"A02",23978503,24193701,"Bra020566"
"A02",23978503,24193701,"Bra020564"
"A02",23978503,24193701,"Bra020562"
"A02",23978503,24193701,"Bra020561"
"A02",23978503,24193701,"Bra020560"
"A02",23978503,24193701,"Bra020559"
"A02",23978503,24193701,"Bra020558"
"A02",23978503,24193701,"Bra020555"
"A02",23978503,24193701,"Bra020553"
"A02",23978503,24193701,"Bra020552"
"A02",23978503,24193701,"Bra020551"
"A02",23978503,24193701,"Bra020550"
"A02",23978503,24193701,"Bra020549"
"A02",23978503,24193701,"Bra020548"
"A02",23978503,24193701,"Bra020547"
"A02",23978503,24193701,"Bra020546"
"A02",23978503,24193701,"Bra020543"
"A02",23978503,24193701,"Bra020539"
"A02",23978503,24193701,"Bra020535"
"A02",23978503,24193701,"Bra020533"
"A02",24333491,24369276,"Bra020507"
"A02",24376357,24535103,"Bra020503"
"A02",24376357,24535103,"Bra020502"
"A02",24376357,24535103,"Bra020500"
"A02",24376357,24535103,"Bra020499"
"A02",24376357,24535103,"Bra020498"
"A02",24376357,24535103,"Bra100470"
"A02",24376357,24535103,"Bra020496"
"A02",24376357,24535103,"Bra020493"
"A02",24376357,24535103,"Bra020491"
"A02",24376357,24535103,"Bra020487"
"A02",24376357,24535103,"Bra020486"
"A02",24376357,24535103,"Bra020485"
"A02",24537954,24604049,"Bra020484"
"A02",24537954,24604049,"Bra020482"
"A02",24537954,24604049,"Bra020481"
"A02",24537954,24604049,"Bra020477"
"A02",24537954,24604049,"Bra020476"
"A02",24625087,24841868,"Bra020471"
"A02",24625087,24841868,"Bra020465"
"A02",24625087,24841868,"Bra020464"
"A02",24625087,24841868,"Bra029414"
"A02",24625087,24841868,"Bra029413"
"A02",24625087,24841868,"Bra029411"
"A02",24625087,24841868,"Bra029406"
"A02",24625087,24841868,"Bra029404"
"A02",24625087,24841868,"Bra029402"
"A02",24842433,24997967,"Bra029400"
"A02",24842433,24997967,"Bra029399"
"A02",24842433,24997967,"Bra029398"
"A02",24842433,24997967,"Bra029397"
"A02",24842433,24997967,"Bra029395"
"A02",24842433,24997967,"Bra029394"
"A02",24842433,24997967,"Bra029387"
"A02",24842433,24997967,"Bra029385"
"A02",24842433,24997967,"Bra029384"
"A02",24842433,24997967,"Bra029383"
"A02",24842433,24997967,"Bra029382"
"A02",25021552,25036102,"Bra029374"
"A02",25036330,25222588,"Bra029367"
"A02",25036330,25222588,"Bra029366"
"A02",25036330,25222588,"Bra029365"
"A02",25036330,25222588,"Bra029363"
"A02",25036330,25222588,"Bra029362"
"A02",25036330,25222588,"Bra029359"
"A02",25036330,25222588,"Bra029357"
"A02",25036330,25222588,"Bra029355_Bra029356"
"A02",25036330,25222588,"Bra100475"
"A02",25036330,25222588,"Bra029354"
"A02",25036330,25222588,"Bra029351"
"A02",25036330,25222588,"Bra029348"
"A02",25036330,25222588,"Bra029347"
"A02",25036330,25222588,"Bra029346"
"A02",25036330,25222588,"Bra029345"
"A02",25036330,25222588,"Bra029344"
"A02",25036330,25222588,"Bra029342"
"A02",25290797,25312752,"Bra029332"
"A02",25290797,25312752,"Bra029327"
"A02",25290797,25312752,"Bra029326"
"A02",25315700,25338514,"Bra029325"
"A02",25315700,25338514,"Bra029322"
"A02",25315700,25338514,"Bra029320"
"A02",25315700,25338514,"Bra029318"
"A02",25424090,25426822,"Bra029308"
"A02",25476398,25552232,"Bra029300"
"A02",25476398,25552232,"Bra029297"
"A02",25476398,25552232,"Bra100478"
"A02",25476398,25552232,"Bra029294"
"A02",25476398,25552232,"Bra029290"
"A02",25476398,25552232,"Bra029289"
"A02",25557026,25660287,"Bra029287"
"A02",25557026,25660287,"Bra029286"
"A02",25557026,25660287,"Bra029285"
"A02",25557026,25660287,"Bra029280"
"A02",25557026,25660287,"Bra029279"
"A02",25557026,25660287,"Bra029278"
"A02",25557026,25660287,"Bra029277"
"A02",25557026,25660287,"Bra100480"
"A02",25557026,25660287,"Bra029276"
"A02",25557026,25660287,"Bra029275"
"A02",25557026,25660287,"Bra029273_Bra029274"
"A02",25557026,25660287,"Bra029272"
"A02",25685209,25868387,"Bra100481"
"A02",25685209,25868387,"Bra029261"
"A02",25685209,25868387,"Bra029260"
"A02",25685209,25868387,"Bra029258"
"A02",25685209,25868387,"Bra029253"
"A02",25685209,25868387,"Bra029251"
"A02",25685209,25868387,"Bra029248"
"A02",25685209,25868387,"Bra029246"
"A02",25685209,25868387,"Bra029245"
"A02",25685209,25868387,"Bra029244"
"A02",25685209,25868387,"Bra029237"
"A02",25685209,25868387,"Bra029236"
"A02",25685209,25868387,"Bra029235"
"A02",25900706,26011899,"Bra029229"
"A02",25900706,26011899,"Bra029228"
"A02",25900706,26011899,"Bra029226"
"A02",25900706,26011899,"Bra029225"
"A02",25900706,26011899,"Bra029224"
"A02",25900706,26011899,"Bra029223"
"A02",25900706,26011899,"Bra029222"
"A02",25900706,26011899,"Bra029216"
"A02",25900706,26011899,"Bra029214"
"A02",25900706,26011899,"Bra029212"
"A02",25900706,26011899,"Bra029211"
"A02",25900706,26011899,"Bra029210"
"A02",25900706,26011899,"Bra029207"
"A02",25900706,26011899,"Bra100485"
"A02",25900706,26011899,"Bra029205"
"A02",25900706,26011899,"Bra029204"
"A02",26115573,26124245,"Bra031936"
"A02",26115573,26124245,"Bra031935"
"A02",26192523,26355739,"Bra031922"
"A02",26192523,26355739,"Bra031921"
"A02",26192523,26355739,"Bra031919_Bra031920"
"A02",26192523,26355739,"Bra031918"
"A02",26192523,26355739,"Bra031914"
"A02",26192523,26355739,"Bra031913"
"A02",26192523,26355739,"Bra031912"
"A02",26192523,26355739,"Bra031911"
"A02",26192523,26355739,"Bra031910"
"A02",26192523,26355739,"Bra100488"
"A02",26192523,26355739,"Bra031906"
"A02",26192523,26355739,"Bra031902"
"A02",26192523,26355739,"Bra031899"
"A02",26192523,26355739,"Bra031898"
"A02",26192523,26355739,"Bra031896"
"A02",26192523,26355739,"Bra031893"
"A02",26192523,26355739,"Bra031891"
"A02",26192523,26355739,"Bra100489"
"A02",26192523,26355739,"Bra031889"
"A02",26512192,26936848,"Bra031858"
"A02",26512192,26936848,"Bra031854"
"A02",26512192,26936848,"Bra031853"
"A02",26512192,26936848,"Bra100490"
"A02",26512192,26936848,"Bra100491"
"A02",26512192,26936848,"Bra100492"
"A02",26512192,26936848,"Bra031851"
"A02",26512192,26936848,"Bra031846"
"A02",26512192,26936848,"Bra031845"
"A02",26512192,26936848,"Bra031839"
"A02",26512192,26936848,"Bra031838"
"A02",26512192,26936848,"Bra100493"
"A02",26512192,26936848,"Bra031832"
"A02",26512192,26936848,"Bra031830"
"A02",26512192,26936848,"Bra031827"
"A02",26512192,26936848,"Bra031825"
"A02",26512192,26936848,"Bra031824"
"A02",26512192,26936848,"Bra031823"
"A02",26512192,26936848,"Bra031822"
"A02",26512192,26936848,"Bra031821"
"A02",26512192,26936848,"Bra031819"
"A02",26512192,26936848,"Bra031814"
"A02",26512192,26936848,"Bra031813"
"A02",26512192,26936848,"Bra031812"
"A02",26512192,26936848,"Bra031810"
"A02",26512192,26936848,"Bra031809"
"A02",26512192,26936848,"Bra031808"
"A02",26512192,26936848,"Bra031806"
"A02",26512192,26936848,"Bra031805"
"A02",26512192,26936848,"Bra031804"
"A02",26512192,26936848,"Bra031803"
"A02",26512192,26936848,"Bra031800"
"A03",96520,108811,"Bra005679"
"A03",96520,108811,"Bra005680"
"A03",96520,108811,"Bra005681"
"A03",140000,146203,"Bra005690"
"A03",147367,151217,"Bra005692"
"A03",207131,334756,"Bra005704"
"A03",207131,334756,"Bra005706"
"A03",207131,334756,"Bra005707"
"A03",207131,334756,"Bra005708"
"A03",207131,334756,"Bra005709"
"A03",207131,334756,"Bra005711"
"A03",207131,334756,"Bra005712"
"A03",207131,334756,"Bra005713"
"A03",207131,334756,"Bra005715"
"A03",207131,334756,"Bra005717"
"A03",207131,334756,"Bra100498"
"A03",207131,334756,"Bra005718"
"A03",207131,334756,"Bra005719"
"A03",207131,334756,"Bra005723"
"A03",207131,334756,"Bra005724"
"A03",207131,334756,"Bra005727"
"A03",207131,334756,"Bra005729"
"A03",207131,334756,"Bra005731"
"A03",347002,406293,"Bra005733"
"A03",347002,406293,"Bra005739"
"A03",347002,406293,"Bra005740"
"A03",347002,406293,"Bra005742"
"A03",408872,462730,"Bra100499"
"A03",408872,462730,"Bra100500"
"A03",408872,462730,"Bra005744"
"A03",408872,462730,"Bra005745"
"A03",408872,462730,"Bra005747"
"A03",408872,462730,"Bra005753"
"A03",408872,462730,"Bra005757"
"A03",474617,940602,"Bra005763"
"A03",474617,940602,"Bra005765"
"A03",474617,940602,"Bra005766"
"A03",474617,940602,"Bra005767"
"A03",474617,940602,"Bra005771"
"A03",474617,940602,"Bra005776"
"A03",474617,940602,"Bra005777"
"A03",474617,940602,"Bra005785"
"A03",474617,940602,"Bra005788"
"A03",474617,940602,"Bra005789"
"A03",474617,940602,"Bra005790"
"A03",474617,940602,"Bra005791"
"A03",474617,940602,"Bra005792"
"A03",474617,940602,"Bra005793"
"A03",474617,940602,"Bra005797"
"A03",474617,940602,"Bra100503"
"A03",474617,940602,"Bra100504"
"A03",474617,940602,"Bra005798"
"A03",474617,940602,"Bra005800"
"A03",474617,940602,"Bra005801"
"A03",474617,940602,"Bra005802"
"A03",474617,940602,"Bra005803"
"A03",474617,940602,"Bra005804"
"A03",474617,940602,"Bra005807"
"A03",474617,940602,"Bra005809"
"A03",474617,940602,"Bra005811"
"A03",474617,940602,"Bra005817"
"A03",474617,940602,"Bra005819"
"A03",474617,940602,"Bra005820"
"A03",474617,940602,"Bra005821"
"A03",474617,940602,"Bra005825"
"A03",474617,940602,"Bra005826"
"A03",474617,940602,"Bra005827"
"A03",474617,940602,"Bra005828"
"A03",474617,940602,"Bra005830"
"A03",474617,940602,"Bra005832"
"A03",474617,940602,"Bra005835"
"A03",474617,940602,"Bra005837"
"A03",474617,940602,"Bra005840"
"A03",474617,940602,"Bra005841"
"A03",474617,940602,"Bra005842"
"A03",474617,940602,"Bra005843"
"A03",474617,940602,"Bra005846"
"A03",474617,940602,"Bra005847"
"A03",474617,940602,"Bra005849"
"A03",474617,940602,"Bra005852"
"A03",474617,940602,"Bra005853"
"A03",474617,940602,"Bra005854"
"A03",992281,1058308,"Bra005869"
"A03",992281,1058308,"Bra005870"
"A03",992281,1058308,"Bra005872"
"A03",992281,1058308,"Bra005877"
"A03",992281,1058308,"Bra005879"
"A03",992281,1058308,"Bra005881"
"A03",992281,1058308,"Bra005883"
"A03",992281,1058308,"Bra005884"
"A03",992281,1058308,"Bra005885"
"A03",1148986,1240360,"Bra005906"
"A03",1148986,1240360,"Bra005912"
"A03",1148986,1240360,"Bra005913"
"A03",1148986,1240360,"Bra005914"
"A03",1148986,1240360,"Bra005916"
"A03",1148986,1240360,"Bra100515"
"A03",1148986,1240360,"Bra005917"
"A03",1148986,1240360,"Bra005918"
"A03",1148986,1240360,"Bra005919"
